2.984,3.444,3.402,
3.353,3.177,3.013,
3.472,3.469,3.43,
3.267,2.959,3.422,
3.45,3.314,3.163,
3.013,3.426,3.424,
3.33,3.073,3.022,
3.346,3.422,3.477,
3.165,3.111,3.399,
3.46,3.414,3.213,
3.094,3.424,3.451,
3.379,3.038,3.098,
3.428,3.424,3.429,
3.143,3.006,3.436,
3.44,3.459,2.987,
2.786,3.448,3.433,
3.46,2.715,
